Continent,Country,ISO2,Regime_B2C,opt_in_or_out_B2C,Regime_B2B,opt_in_or_out_B2B,DNC_Registry_Name,DNC_Registry_URL,DNC_API_or_Bulk,DNC_Check_Required_for_ER,Quiet_Hours_local,AI_Disclosure_Required,Recording_Basis,Existing_Relationship_Exemption,Known_Exceptions,CallerID_or_Prefix_Rules,Recent_Changes_2024plus,Last_Verified,Source_Last_Updated,Confidence,Primary_Sources,Notes_for_Product
Americas,Brazil,BR,Consumer telemarketing partially regulated (sector DNC; anti-spoofing/authenticated calls),opt-out (sectoral via Não Me Perturbe),No specific B2B telemarketing regulation found.,Not specified,"Não Me Perturbe (telecom & consignado)",https://www.naomeperturbe.com.br,Unknown,Yes,Not specified,Depends/Not specified,consent or legitimate_interest,"DNC may be bypassed only with explicit, provable consent.","State-level DNC lists may also apply (e.g., PROCON).","0303 prefix requirement revoked (Aug 2025); Anatel implementing STIR/SHAKEN authenticated/identified calling (Origem Verificada).","2025: Anatel revokes 0303 obligation; deadlines for authentication tightened for large originators.",2025-08-18,"Agência Brasil (revocation) https://agenciabrasil.ebc.com.br/geral/noticia/2025-08/anatel-revoga-obrigatoriedade-do-uso-do-prefixo-0303-em-ligacoes | Anatel: Autenticação e Identificação de Chamadas https://www.gov.br/anatel/pt-br/regulado/acompanhamento-e-controle/autenticacao-e-identificacao-de-chamadas | Anatel: Não Me Perturbe https://www.gov.br/anatel/pt-br/consumidor/telemarketing/nao-me-perturbe","Enforce CLI authentication (STIR/SHAKEN) where available; don’t rely on 0303; consult NMP for participating sectors; record with announcement + opt-out."
Americas,Chile,CL,Consumer telemarketing identified via mandatory prefixes; per-company opt-out via SERNAC,Opt-out (per-company preferences),No specific B2B telemarketing regulation found.,Not specified,"SERNAC 'No Molestar' (preferences, not national DNC)",https://www.sernac.cl/portal/619/w3-article-6106.html,Unknown,Depends,Not specified,Depends/Not specified,consent,"Respect per-company opt-out preferences if collected.",—,"Mandatory prefixes: 600 (solicited/expected), 809 (unsolicited/spam) effective 2025-08-13.","2025: SUBTEL enforces 600/809 numbering to identify commercial/mass calls.",2025-08-18,"SUBTEL release (12 Aug 2025) https://www.subtel.gob.cl/desde-este-miercoles-las-llamadas-comerciales-y-masivas-deberan-llevar-los-prefijos-600-y-809-para-su-identificacion/ | SUBTEL 'Prefijos Únicos' explainer https://www.subtel.gob.cl/prefijos-unicos/ | Gobierno de Chile notice https://www.gob.cl/noticias/parte-hoy-conoce-prefijos-identificar-llamadas-no-deseadas/","Product must present banner explaining 600/809 logic; tag unsolicited campaigns as 809; keep disclosure/recording prompts."
Americas,Colombia,CO,Consumer telemarketing regulated; hours fixed by Ley 2300/2023,opt-out via RNE + time-window limits,Mixed/Unclear for B2B (treat contacts to individuals as B2C),Depends,Registro de Números Excluidos (RNE),https://www.crcom.gov.co/es/gestion/rne,Unknown,Yes,"Mon–Fri 07:00–19:00; Sat 08:00–15:00; no Sundays/holidays",Depends/Not specified,consent,"Existing relationship allows service/contract notifications, but marketing must respect RNE & time windows.","Financial collections also restricted by Ley 2300 within the same hours.","Caller ID prefix not mandated; CRC advancing anti-spam controls.","2024–2025: CRC expands RNE scope & procedures; Ley 2300 in force.",2025-08-18,"Ley 2300/2023 (Función Pública) https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=219399 | CRC – Registro de Números Excluidos https://www.crcom.gov.co/es/gestion/rne | RNE Términos https://tramitescrcom.gov.co/tramites/publico/rne/terminosRNE.xhtml","Always schedule within legal window; check RNE before every campaign (incl. ER). Play recording/monitoring notice."
Americas,Ecuador,EC,Consumer telemarketing restricted: identification & prior express consent required for commercial/publicity/proselitist calls,opt-in (consent required),No specific B2B telemarketing regulation found.,Not specified,N/A,N/A,N/A,N/A,Not specified,Depends/Not specified,consent,"Consent-driven calling; ER not a blanket exemption if consent missing.",—,"ARCOTEL mandates identifiable numbers for such calls.","2020–2025: ARCOTEL policy + DP Regulation in force.",2025-08-18,"ARCOTEL release (Min. Telecom) https://www.telecomunicaciones.gob.ec/nueva-normativa-exige-la-identificacion-de-llamadas-comerciales-publicitarias-o-proselitistas/ | LOPDP (Ley Orgánica DP) https://www.finanzaspopulares.gob.ec/wp-content/uploads/2021/07/ley_organica_de_proteccion_de_datos_personales.pdf | Reglamento LOPDP (2023) https://www.cosede.gob.ec/wp-content/uploads/2023/12/REGLAMENTO-GENERAL-A-LA-LEY-ORG%C3%81NICA-DE-PROTECCION-DE-DATOS-PERSONALES_compressed-1.pdf","Gate outbound to contacts with stored consent; include AI/recording disclosure per global setting."
Americas,Guyana,GY,No specific consumer telemarketing regime found.,Not specified,No specific B2B telemarketing regulation found.,Not specified,N/A,N/A,N/A,N/A,Not specified,Depends/Not specified,consent,—,—,"No specific national caller ID/telemarketing prefixes identified.","No recent official changes located.",2025-08-18,"NTA Guyana https://www.nta.gy/ | CCAC (Consumer Commission) https://ccac.gov.gy/","Conservative: apply consumer-style time windows and opt-out handling; avoid robocalls without explicit consent."
Americas,Paraguay,PY,Consumer telemarketing regulated via “No Molestar” (mobile),opt-out via DNC (mobile),No specific B2B telemarketing regulation found.,Not specified,Registro 'No Molestar' (SEDECO, móviles),https://nomolestar.sedeco.gov.py,Unknown,Depends,"ER only: Mon–Fri 08:00–18:00 (no other hours)",Depends/Not specified,consent,"If existing customer, contact allowed only Mon–Fri 08:00–18:00; otherwise respect registry.","Covers calls/SMS/WhatsApp; excludes emergencies/legal obligations.","No national prefix mandates.","Registry fully in force and expanding.",2025-08-18,"SEDECO – No Molestar https://nomolestar.sedeco.gov.py | SEDECO sitio https://www.paraguay.gov.py/instituciones/sedeco","Always check registry; restrict ER scheduling to 08–18 weekdays; show opt-out."
Americas,Peru,PE,Consumer telemarketing prohibited without prior consent (Ley 32323/2025),opt-in (consent required),No specific B2B telemarketing regulation found.,Not specified,N/A,N/A,N/A,N/A,Not specified,Depends/Not specified,consent,"Existing customer contact for service may be allowed by DP/consumer rules, but marketing requires prior express consent.",—,"No national telemarketing prefix mandate.","2025: Ley 32323 enters into force (anti-spam calls/emails).",2025-08-18,"El Peruano (oficial) – Ley 32323 https://elperuano.pe/noticia/242631/ley-32323-que-prohibe-llamadas-y-mensajes-publicitarios-no-autorizados | INDECOPI (comunicados) https://www.gob.pe/indecopi","Treat all outbound marketing as consent-only; log consent proof; include clear opt-out on SMS/email."
Americas,Suriname,SR,No specific consumer telemarketing regime found.,Not specified,No specific B2B telemarketing regulation found.,Not specified,N/A,N/A,N/A,N/A,Not specified,Depends/Not specified,consent,—,—,"No national prefix mandates identified.","No recent official changes located.",2025-08-18,"Telecommunications Authority Suriname (TAS) https://www.tas.sr/ | Ministry of Economic Affairs & Entrepreneurship https://gov.sr/","Conservative: limit call intensity, provide opt-out, obtain consent for recordings."
Americas,Uruguay,UY,Consumer telemarketing regulated via national DNC,opt-out via DNC,No specific B2B telemarketing regulation found.,Not specified,Registro Nacional “No Llame”,https://www.gub.uy/unidad-reguladora-servicios-comunicaciones/institucional/preguntas-frecuentes/registro-nacional-llame,Unknown,Yes,"Mon–Fri 09:00–21:00; Sat 09:00–19:00",Depends/Not specified,consent,"ER allowed if explicit consent documented or arising from the contract; still consult DNC and respect hours.","Applies to calls, SMS, messaging apps.",“No Llame” national; no special prefixes mandated.,"2022–2023: Decree 132/022; updates via Decree 353/023 (tramites digitali).",2025-08-18,"URSEC FAQ (horarios) https://www.gub.uy/unidad-reguladora-servicios-comunicaciones/institucional/preguntas-frecuentes/registro-nacional-llame | IMPO Decreto 132/022 https://www.impo.com.uy/bases/decretos/132-2022/6 | Trámite URSEC https://www.gub.uy/tramites/consulta-registro-nacional-no-llame","Always check DNC and schedule within legal window; store ER consent evidence 4+ years."
Americas,Venezuela,VE,No specific consumer telemarketing/DNC regime found.,Not specified,No specific B2B telemarketing regulation found.,Not specified,N/A,N/A,N/A,N/A,Not specified,Depends/Not specified,consent,"General privacy of communications; marketing rules dispersed; weak official guidance.",—,"No national telemarketing prefixes identified.","No recent official changes located.",2025-08-18,"CONATEL https://www.conatel.gob.ve/ | Ley de Telecomunicaciones (1996) https://www.conatel.gob.ve/marco-legal/ | Ministerio del Poder Popular para Comercio Nacional (consumidor) https://mincomercionacional.gob.ve/","Conservative: treat as consent/opt-out regime; avoid robocalls; announce recording; keep low cadence."
